date,location,location_name,value
2020-06-13,13,Georgia,1021
2020-06-14,13,Georgia,877
2020-06-15,13,Georgia,733
2020-06-16,13,Georgia,664
2020-06-17,13,Georgia,952
2020-06-18,13,Georgia,882
2020-06-19,13,Georgia,1097
2020-06-20,13,Georgia,1800
2020-06-21,13,Georgia,892
2020-06-22,13,Georgia,1227
2020-06-23,13,Georgia,1882
2020-06-24,13,Georgia,1571
2020-06-25,13,Georgia,1714
2020-06-26,13,Georgia,1900
2020-06-27,13,Georgia,1990
2020-06-28,13,Georgia,2225
2020-06-29,13,Georgia,2207
2020-06-30,13,Georgia,1874
2020-07-01,13,Georgia,2951
2020-07-02,13,Georgia,3467
2020-07-03,13,Georgia,2784
2020-07-04,13,Georgia,2826
2020-07-05,13,Georgia,2197
2020-07-06,13,Georgia,1548
2020-07-07,13,Georgia,3406
2020-07-08,13,Georgia,3420
2020-07-09,13,Georgia,2837
2020-07-10,13,Georgia,4490
2020-07-11,13,Georgia,3184
2020-07-12,13,Georgia,2534
2020-07-13,13,Georgia,3637
2020-07-14,13,Georgia,3391
2020-07-15,13,Georgia,3875
2020-07-16,13,Georgia,3449
2020-07-17,13,Georgia,3905
2020-07-18,13,Georgia,4688
2020-07-19,13,Georgia,3249
2020-07-20,13,Georgia,2453
2020-07-21,13,Georgia,3406
2020-07-22,13,Georgia,3314
2020-07-23,13,Georgia,4305
2020-07-24,13,Georgia,4813
2020-07-25,13,Georgia,3768
2020-07-26,13,Georgia,2765
2020-07-27,13,Georgia,2890
2020-07-28,13,Georgia,4209
2020-07-29,13,Georgia,3271
2020-07-30,13,Georgia,3963
2020-07-31,13,Georgia,4066
2020-08-01,13,Georgia,3660
2020-08-02,13,Georgia,3165
2020-08-03,13,Georgia,2258
2020-08-04,13,Georgia,2513
2020-08-05,13,Georgia,3765
2020-08-06,13,Georgia,3182
2020-08-07,13,Georgia,4109
2020-08-08,13,Georgia,4423
2020-08-09,13,Georgia,3169
2020-08-10,13,Georgia,2429
2020-08-11,13,Georgia,3563
2020-08-12,13,Georgia,3565
2020-08-13,13,Georgia,2515
2020-08-14,13,Georgia,3227
2020-08-15,13,Georgia,3273
2020-08-16,13,Georgia,1862
2020-08-17,13,Georgia,1831
2020-08-18,13,Georgia,2816
2020-08-19,13,Georgia,2305
2020-08-20,13,Georgia,2759
2020-08-21,13,Georgia,2889
2020-08-22,13,Georgia,2592
2020-08-23,13,Georgia,1727
2020-08-24,13,Georgia,2304
2020-08-25,13,Georgia,2101
2020-08-26,13,Georgia,2236
2020-08-27,13,Georgia,2484
2020-08-28,13,Georgia,2298
2020-08-29,13,Georgia,2386
2020-08-30,13,Georgia,1215
2020-08-31,13,Georgia,1498
2020-09-01,13,Georgia,2226
2020-09-02,13,Georgia,1916
2020-09-03,13,Georgia,2675
2020-09-04,13,Georgia,2066
2020-09-05,13,Georgia,2194
2020-09-06,13,Georgia,1651
2020-09-07,13,Georgia,608
2020-09-08,13,Georgia,1543
2020-09-09,13,Georgia,1950
2020-09-10,13,Georgia,1823
2020-09-11,13,Georgia,1658
2020-09-12,13,Georgia,2124
2020-09-13,13,Georgia,1409
2020-09-14,13,Georgia,1023
2020-09-15,13,Georgia,1657
2020-09-16,13,Georgia,2062
2020-09-17,13,Georgia,1847
2020-09-18,13,Georgia,1951
2020-09-19,13,Georgia,2167
2020-09-20,13,Georgia,1134
2020-09-21,13,Georgia,1184
2020-09-22,13,Georgia,955
2020-09-23,13,Georgia,1867
2020-09-24,13,Georgia,1537
2020-09-25,13,Georgia,816
2020-09-26,13,Georgia,1359
2020-09-27,13,Georgia,812
2020-09-28,13,Georgia,596
2020-09-29,13,Georgia,1025
2020-09-30,13,Georgia,1720
2020-10-01,13,Georgia,1333
2020-10-02,13,Georgia,1275
2020-10-03,13,Georgia,1535
2020-10-04,13,Georgia,756
2020-10-05,13,Georgia,789
2020-10-06,13,Georgia,936
2020-10-07,13,Georgia,1492
2020-10-08,13,Georgia,1265
2020-10-09,13,Georgia,1625
2020-10-10,13,Georgia,1237
2020-10-11,13,Georgia,1140
2020-10-12,13,Georgia,902
2020-10-13,13,Georgia,993
2020-10-14,13,Georgia,1297
2020-10-15,13,Georgia,1640
2020-10-16,13,Georgia,1609
2020-10-17,13,Georgia,1534
2020-10-18,13,Georgia,1174
2020-10-19,13,Georgia,752
2020-10-20,13,Georgia,1128
2020-10-21,13,Georgia,1312
2020-10-22,13,Georgia,1785
2020-10-23,13,Georgia,2224
2020-10-24,13,Georgia,1846
2020-10-25,13,Georgia,1318
2020-10-26,13,Georgia,958
2020-10-27,13,Georgia,1491
2020-10-28,13,Georgia,1653
2020-10-29,13,Georgia,1823
2020-10-30,13,Georgia,1377
2020-10-31,13,Georgia,2565
2020-11-01,13,Georgia,1192
2020-11-02,13,Georgia,939
2020-11-03,13,Georgia,31605
2020-11-04,13,Georgia,2611
2020-11-05,13,Georgia,2488
2020-11-06,13,Georgia,2802
2020-11-07,13,Georgia,2610
2020-11-08,13,Georgia,1024
2020-11-09,13,Georgia,1272
2020-11-10,13,Georgia,4319
2020-11-11,13,Georgia,2242
2020-11-12,13,Georgia,2982
2020-11-13,13,Georgia,2994
2020-11-14,13,Georgia,3035
2020-11-15,13,Georgia,2084
2020-11-16,13,Georgia,1247
2020-11-17,13,Georgia,4335
2020-11-18,13,Georgia,3161
2020-11-19,13,Georgia,3424
2020-11-20,13,Georgia,3435
2020-11-21,13,Georgia,6213
2020-11-22,13,Georgia,2328
2020-11-23,13,Georgia,1924
2020-11-24,13,Georgia,3676
2020-11-25,13,Georgia,3177
2020-11-26,13,Georgia,3608
2020-11-27,13,Georgia,3009
2020-11-28,13,Georgia,3038
2020-11-29,13,Georgia,1952
2020-11-30,13,Georgia,2047
2020-12-01,13,Georgia,4842
2020-12-02,13,Georgia,5734
2020-12-03,13,Georgia,5839
2020-12-04,13,Georgia,6376
2020-12-05,13,Georgia,5017
2020-12-06,13,Georgia,2034
2020-12-07,13,Georgia,5285
2020-12-08,13,Georgia,5577
2020-12-09,13,Georgia,5512
2020-12-10,13,Georgia,7623
2020-12-11,13,Georgia,6191
2020-12-12,13,Georgia,6447
2020-12-13,13,Georgia,4798
2020-12-14,13,Georgia,3720
2020-12-15,13,Georgia,7437
2020-12-16,13,Georgia,6624
2020-12-17,13,Georgia,7777
2020-12-18,13,Georgia,8141
2020-12-19,13,Georgia,5763
2020-12-20,13,Georgia,5618
2020-12-21,13,Georgia,3520
2020-12-22,13,Georgia,9079
2020-12-23,13,Georgia,7773
2020-12-24,13,Georgia,10286
2020-12-25,13,Georgia,6054
2020-12-26,13,Georgia,4158
2020-12-27,13,Georgia,3511
2020-12-28,13,Georgia,3941
2020-12-29,13,Georgia,9450
2020-12-30,13,Georgia,9053
2020-12-31,13,Georgia,11709
2021-01-01,13,Georgia,11137
2021-01-02,13,Georgia,7533
2021-01-03,13,Georgia,5778
2021-01-04,13,Georgia,5163
2021-01-05,13,Georgia,10091
2021-01-06,13,Georgia,7686
2021-01-07,13,Georgia,9790
2021-01-08,13,Georgia,13296
2021-01-09,13,Georgia,11926
2021-01-10,13,Georgia,8193
2021-01-11,13,Georgia,7454
2021-01-12,13,Georgia,9193
2021-01-13,13,Georgia,8596
2021-01-14,13,Georgia,9036
2021-01-15,13,Georgia,9806
2021-01-16,13,Georgia,8533
2021-01-17,13,Georgia,6332
2021-01-18,13,Georgia,4957
2021-01-19,13,Georgia,7629
2021-01-20,13,Georgia,8068
2021-01-21,13,Georgia,8150
2021-01-22,13,Georgia,8374
2021-01-23,13,Georgia,8985
2021-01-24,13,Georgia,4753
2021-01-25,13,Georgia,3917
2021-01-26,13,Georgia,8393
2021-01-27,13,Georgia,6384
2021-01-28,13,Georgia,7352
2021-01-29,13,Georgia,6558
2021-01-30,13,Georgia,6343
2021-01-31,13,Georgia,3587
2021-02-01,13,Georgia,3034
2021-02-02,13,Georgia,4961
2021-02-03,13,Georgia,4924
2021-02-04,13,Georgia,5706
2021-02-05,13,Georgia,4842
2021-02-06,13,Georgia,4490
2021-02-07,13,Georgia,3589
2021-02-08,13,Georgia,2704
2021-02-09,13,Georgia,3721
2021-02-10,13,Georgia,3490
2021-02-11,13,Georgia,4179
2021-02-12,13,Georgia,3900
2021-02-13,13,Georgia,3823
2021-02-14,13,Georgia,1929
2021-02-15,13,Georgia,2070
2021-02-16,13,Georgia,2895
2021-02-17,13,Georgia,3545
2021-02-18,13,Georgia,3485
2021-02-19,13,Georgia,3679
2021-02-20,13,Georgia,3336
2021-02-21,13,Georgia,1758
2021-02-22,13,Georgia,1536
2021-02-23,13,Georgia,3780
2021-02-24,13,Georgia,3240
2021-02-25,13,Georgia,3327
2021-02-26,13,Georgia,3434
2021-02-27,13,Georgia,3365
2021-02-28,13,Georgia,2334
2021-03-01,13,Georgia,2139
2021-03-02,13,Georgia,3147
2021-03-03,13,Georgia,2735
2021-03-04,13,Georgia,2886
2021-03-05,13,Georgia,2081
2021-03-06,13,Georgia,2269
2021-03-07,13,Georgia,1709
2021-03-08,13,Georgia,1444
2021-03-09,13,Georgia,1761
2021-03-10,13,Georgia,1740
2021-03-11,13,Georgia,1714
2021-03-12,13,Georgia,1567
2021-03-13,13,Georgia,1254
2021-03-14,13,Georgia,819
2021-03-15,13,Georgia,977
2021-03-16,13,Georgia,1743
2021-03-17,13,Georgia,2044
2021-03-18,13,Georgia,2267
2021-03-19,13,Georgia,1600
2021-03-20,13,Georgia,1717
2021-03-21,13,Georgia,1560
2021-03-22,13,Georgia,688
2021-03-23,13,Georgia,1791
2021-03-24,13,Georgia,1224
2021-03-25,13,Georgia,1964
2021-03-26,13,Georgia,1659
2021-03-27,13,Georgia,1410
2021-03-28,13,Georgia,826
2021-03-29,13,Georgia,1165
2021-03-30,13,Georgia,1320
2021-03-31,13,Georgia,1807
2021-04-01,13,Georgia,1425
2021-04-02,13,Georgia,1582
2021-04-03,13,Georgia,1125
2021-04-04,13,Georgia,874
2021-04-05,13,Georgia,643
2021-04-06,13,Georgia,1474
2021-04-07,13,Georgia,1528
2021-04-08,13,Georgia,1490
2021-04-09,13,Georgia,1441
2021-04-10,13,Georgia,1570
2021-04-11,13,Georgia,1092
2021-04-12,13,Georgia,939
2021-04-13,13,Georgia,1913
2021-04-14,13,Georgia,1735
2021-04-15,13,Georgia,1600
2021-04-16,13,Georgia,1650
2021-04-17,13,Georgia,1671
2021-04-18,13,Georgia,972
2021-04-19,13,Georgia,889
2021-04-20,13,Georgia,1312
2021-04-21,13,Georgia,1318
2021-04-22,13,Georgia,1706
2021-04-23,13,Georgia,1842
2021-04-24,13,Georgia,1513
2021-04-25,13,Georgia,916
2021-04-26,13,Georgia,812
2021-04-27,13,Georgia,1299
2021-04-28,13,Georgia,1400
2021-04-29,13,Georgia,1444
2021-04-30,13,Georgia,1464
2021-05-01,13,Georgia,1300
2021-05-02,13,Georgia,1302
2021-05-03,13,Georgia,870
2021-05-04,13,Georgia,1178
2021-05-05,13,Georgia,1018
2021-05-06,13,Georgia,1213
2021-05-07,13,Georgia,1249
2021-05-08,13,Georgia,1013
2021-05-09,13,Georgia,628
2021-05-10,13,Georgia,460
2021-05-11,13,Georgia,958
2021-05-12,13,Georgia,921
2021-05-13,13,Georgia,1114
2021-05-14,13,Georgia,918
2021-05-15,13,Georgia,743
2021-05-16,13,Georgia,529
2021-05-17,13,Georgia,407
2021-05-18,13,Georgia,767
2021-05-19,13,Georgia,700
2021-05-20,13,Georgia,833
2021-05-21,13,Georgia,704
2021-05-22,13,Georgia,602
2021-05-23,13,Georgia,365
2021-05-24,13,Georgia,293
2021-05-25,13,Georgia,651
2021-05-26,13,Georgia,549
2021-05-27,13,Georgia,694
2021-05-28,13,Georgia,545
2021-05-29,13,Georgia,632
2021-05-30,13,Georgia,261
2021-05-31,13,Georgia,237
2021-06-01,13,Georgia,239
2021-06-02,13,Georgia,491
2021-06-03,13,Georgia,446
2021-06-04,13,Georgia,495
2021-06-05,13,Georgia,342
2021-06-06,13,Georgia,280
2021-06-07,13,Georgia,263
2021-06-08,13,Georgia,392
2021-06-09,13,Georgia,411
2021-06-10,13,Georgia,458
2021-06-11,13,Georgia,434
2021-06-12,13,Georgia,375
2021-06-13,13,Georgia,223
2021-06-14,13,Georgia,180
2021-06-15,13,Georgia,307
2021-06-16,13,Georgia,498
2021-06-17,13,Georgia,408
2021-06-18,13,Georgia,385
2021-06-19,13,Georgia,377
2021-06-20,13,Georgia,203
2021-06-21,13,Georgia,184
2021-06-22,13,Georgia,351
2021-06-23,13,Georgia,389
2021-06-24,13,Georgia,357
2021-06-25,13,Georgia,332
2021-06-26,13,Georgia,402
2021-06-27,13,Georgia,228
2021-06-28,13,Georgia,190
2021-06-29,13,Georgia,502
2021-06-30,13,Georgia,590
2021-07-01,13,Georgia,520
2021-07-02,13,Georgia,433
2021-07-03,13,Georgia,0
2021-07-04,13,Georgia,0
2021-07-05,13,Georgia,0
2021-07-06,13,Georgia,1367
2021-07-07,13,Georgia,667
2021-07-08,13,Georgia,932
2021-07-09,13,Georgia,904
2021-07-10,13,Georgia,0
2021-07-11,13,Georgia,0
2021-07-12,13,Georgia,1763
2021-07-13,13,Georgia,1109
2021-07-14,13,Georgia,1260
2021-07-15,13,Georgia,1362
2021-07-16,13,Georgia,1086
2021-07-17,13,Georgia,0
2021-07-18,13,Georgia,0
2021-07-19,13,Georgia,3290
2021-07-20,13,Georgia,1569
2021-07-21,13,Georgia,2229
2021-07-22,13,Georgia,2144
2021-07-23,13,Georgia,2497
2021-07-24,13,Georgia,0
2021-07-25,13,Georgia,0
2021-07-26,13,Georgia,6113
2021-07-27,13,Georgia,3587
2021-07-28,13,Georgia,3828
2021-07-29,13,Georgia,4612
2021-07-30,13,Georgia,3604
2021-07-31,13,Georgia,0
2021-08-01,13,Georgia,0
2021-08-02,13,Georgia,6145
2021-08-03,13,Georgia,9174
2021-08-04,13,Georgia,4860
2021-08-05,13,Georgia,5806
2021-08-06,13,Georgia,6005
2021-08-07,13,Georgia,0
2021-08-08,13,Georgia,0
2021-08-09,13,Georgia,13041
2021-08-10,13,Georgia,6945
2021-08-11,13,Georgia,6958
2021-08-12,13,Georgia,7016
2021-08-13,13,Georgia,7216
2021-08-14,13,Georgia,0
2021-08-15,13,Georgia,0
2021-08-16,13,Georgia,19399
2021-08-17,13,Georgia,7639
2021-08-18,13,Georgia,8014
2021-08-19,13,Georgia,9836
2021-08-20,13,Georgia,9581
2021-08-21,13,Georgia,0
2021-08-22,13,Georgia,0
2021-08-23,13,Georgia,21072
2021-08-24,13,Georgia,9186
2021-08-25,13,Georgia,10677
2021-08-26,13,Georgia,10823
2021-08-27,13,Georgia,11084
2021-08-28,13,Georgia,0
2021-08-29,13,Georgia,0
2021-08-30,13,Georgia,23135
2021-08-31,13,Georgia,10521
2021-09-01,13,Georgia,9702
2021-09-02,13,Georgia,8412
2021-09-03,13,Georgia,12018
2021-09-04,13,Georgia,0
2021-09-05,13,Georgia,0
2021-09-06,13,Georgia,0
2021-09-07,13,Georgia,25944
2021-09-08,13,Georgia,8752
2021-09-09,13,Georgia,7586
2021-09-10,13,Georgia,8278
2021-09-11,13,Georgia,0
2021-09-12,13,Georgia,0
2021-09-13,13,Georgia,15902
2021-09-14,13,Georgia,7327
2021-09-15,13,Georgia,6167
2021-09-16,13,Georgia,5852
2021-09-17,13,Georgia,5592
2021-09-18,13,Georgia,0
2021-09-19,13,Georgia,0
2021-09-20,13,Georgia,11353
2021-09-21,13,Georgia,7493
2021-09-22,13,Georgia,4723
2021-09-23,13,Georgia,4553
2021-09-24,13,Georgia,4300
2021-09-25,13,Georgia,0
2021-09-26,13,Georgia,0
2021-09-27,13,Georgia,8004
2021-09-28,13,Georgia,3865
2021-09-29,13,Georgia,4435
2021-09-30,13,Georgia,4876
2021-10-01,13,Georgia,3347
2021-10-02,13,Georgia,0
2021-10-03,13,Georgia,0
2021-10-04,13,Georgia,7794
2021-10-05,13,Georgia,2874
2021-10-06,13,Georgia,909
2021-10-07,13,Georgia,5753
2021-10-08,13,Georgia,3274
2021-10-09,13,Georgia,0
2021-10-10,13,Georgia,0
2021-10-11,13,Georgia,0
2021-10-12,13,Georgia,7014
2021-10-13,13,Georgia,2011
2021-10-14,13,Georgia,2102
2021-10-15,13,Georgia,1905
2021-10-16,13,Georgia,0
2021-10-17,13,Georgia,0
2021-10-18,13,Georgia,3316
2021-10-19,13,Georgia,1679
2021-10-20,13,Georgia,1682
2021-10-21,13,Georgia,1487
2021-10-22,13,Georgia,1536
2021-10-23,13,Georgia,0
2021-10-24,13,Georgia,0
2021-10-25,13,Georgia,2767
2021-10-26,13,Georgia,1171
2021-10-27,13,Georgia,2011
2021-10-28,13,Georgia,1522
2021-10-29,13,Georgia,1223
2021-10-30,13,Georgia,0
2021-10-31,13,Georgia,0
2021-11-01,13,Georgia,2232
2021-11-02,13,Georgia,1246
2021-11-03,13,Georgia,1035
2021-11-04,13,Georgia,1290
2021-11-05,13,Georgia,1140
2021-11-06,13,Georgia,0
2021-11-07,13,Georgia,0
2021-11-08,13,Georgia,0
2021-11-09,13,Georgia,2909
2021-11-10,13,Georgia,1052
2021-11-11,13,Georgia,0
2021-11-12,13,Georgia,2268
2021-11-13,13,Georgia,0
2021-11-14,13,Georgia,0
2021-11-15,13,Georgia,2255
2021-11-16,13,Georgia,1236
2021-11-17,13,Georgia,1196
2021-11-18,13,Georgia,1285
2021-11-19,13,Georgia,1412
2021-11-20,13,Georgia,0
2021-11-21,13,Georgia,0
2021-11-22,13,Georgia,2343
2021-11-23,13,Georgia,1371
2021-11-24,13,Georgia,1128
2021-11-25,13,Georgia,0
2021-11-26,13,Georgia,0
2021-11-27,13,Georgia,0
2021-11-28,13,Georgia,0
2021-11-29,13,Georgia,3504
2021-11-30,13,Georgia,1461
2021-12-01,13,Georgia,1654
2021-12-02,13,Georgia,1520
2021-12-03,13,Georgia,1245
2021-12-04,13,Georgia,0
2021-12-05,13,Georgia,0
2021-12-06,13,Georgia,2912
2021-12-07,13,Georgia,1295
2021-12-08,13,Georgia,2371
2021-12-09,13,Georgia,1334
2021-12-10,13,Georgia,1959
2021-12-11,13,Georgia,0
2021-12-12,13,Georgia,0
2021-12-13,13,Georgia,3160
2021-12-14,13,Georgia,1770
2021-12-15,13,Georgia,2656
2021-12-16,13,Georgia,2474
2021-12-17,13,Georgia,2868
2021-12-18,13,Georgia,0
2021-12-19,13,Georgia,0
2021-12-20,13,Georgia,9089
2021-12-21,13,Georgia,5720
2021-12-22,13,Georgia,7610
2021-12-23,13,Georgia,10012
2021-12-24,13,Georgia,9495
2021-12-25,13,Georgia,0
2021-12-26,13,Georgia,0
2021-12-27,13,Georgia,26279
2021-12-28,13,Georgia,13018
2021-12-29,13,Georgia,19124
2021-12-30,13,Georgia,24420
2021-12-31,13,Georgia,23438
2022-01-01,13,Georgia,0
2022-01-02,13,Georgia,0
2022-01-03,13,Georgia,0
2022-01-04,13,Georgia,65039
2022-01-05,13,Georgia,24024
2022-01-06,13,Georgia,0
2022-01-07,13,Georgia,0
2022-01-08,13,Georgia,0
2022-01-09,13,Georgia,0
2022-01-10,13,Georgia,96320
2022-01-11,13,Georgia,24865
2022-01-12,13,Georgia,18939
2022-01-13,13,Georgia,24310
2022-01-14,13,Georgia,19943
2022-01-15,13,Georgia,0
2022-01-16,13,Georgia,0
2022-01-17,13,Georgia,35149
2022-01-18,13,Georgia,12071
2022-01-19,13,Georgia,27781
2022-01-20,13,Georgia,22684
2022-01-21,13,Georgia,18671
2022-01-22,13,Georgia,0
2022-01-23,13,Georgia,0
2022-01-24,13,Georgia,42786
2022-01-25,13,Georgia,16232
2022-01-26,13,Georgia,17332
2022-01-27,13,Georgia,21708
2022-01-28,13,Georgia,18785
2022-01-29,13,Georgia,0
2022-01-30,13,Georgia,0
2022-01-31,13,Georgia,21534
2022-02-01,13,Georgia,10226
2022-02-02,13,Georgia,8020
2022-02-03,13,Georgia,8029
2022-02-04,13,Georgia,8798
2022-02-05,13,Georgia,0
2022-02-06,13,Georgia,0
2022-02-07,13,Georgia,11804
2022-02-08,13,Georgia,4574
2022-02-09,13,Georgia,5447
2022-02-10,13,Georgia,4889
2022-02-11,13,Georgia,4292
2022-02-12,13,Georgia,0
2022-02-13,13,Georgia,0
2022-02-14,13,Georgia,6412
2022-02-15,13,Georgia,2867
2022-02-16,13,Georgia,3115
2022-02-17,13,Georgia,2414
2022-02-18,13,Georgia,2969
2022-02-19,13,Georgia,0
2022-02-20,13,Georgia,0
2022-02-21,13,Georgia,3665
2022-02-22,13,Georgia,1293
2022-02-23,13,Georgia,2080
2022-02-24,13,Georgia,2157
2022-02-25,13,Georgia,1560
2022-02-26,13,Georgia,0
2022-02-27,13,Georgia,0
2022-02-28,13,Georgia,2393
2022-03-01,13,Georgia,1469
2022-03-02,13,Georgia,1398
2022-03-03,13,Georgia,1166
2022-03-04,13,Georgia,1295
2022-03-05,13,Georgia,0
2022-03-06,13,Georgia,0
2022-03-07,13,Georgia,1756
2022-03-08,13,Georgia,916
2022-03-09,13,Georgia,1221
2022-03-10,13,Georgia,1212
2022-03-11,13,Georgia,1027
2022-03-12,13,Georgia,0
2022-03-13,13,Georgia,0
2022-03-14,13,Georgia,1221
2022-03-15,13,Georgia,1249
2022-03-16,13,Georgia,1382
2022-03-17,13,Georgia,1051
2022-03-18,13,Georgia,1099
2022-03-19,13,Georgia,0
2022-03-20,13,Georgia,0
2022-03-21,13,Georgia,938
2022-03-22,13,Georgia,454
2022-03-23,13,Georgia,475
2022-03-24,13,Georgia,728
2022-03-25,13,Georgia,623
2022-03-26,13,Georgia,0
2022-03-27,13,Georgia,0
2022-03-28,13,Georgia,1130
2022-03-29,13,Georgia,598
2022-03-30,13,Georgia,9039
2022-03-31,13,Georgia,2928
2022-04-01,13,Georgia,828
2022-04-02,13,Georgia,0
2022-04-03,13,Georgia,0
2022-04-04,13,Georgia,1012
2022-04-05,13,Georgia,417
2022-04-06,13,Georgia,504
2022-04-07,13,Georgia,475
2022-04-08,13,Georgia,415
2022-04-09,13,Georgia,0
2022-04-10,13,Georgia,0
2022-04-11,13,Georgia,1175
2022-04-12,13,Georgia,503
2022-04-13,13,Georgia,583
2022-04-14,13,Georgia,513
2022-04-15,13,Georgia,778
2022-04-16,13,Georgia,0
2022-04-17,13,Georgia,0
2022-04-18,13,Georgia,0
2022-04-19,13,Georgia,0
2022-04-20,13,Georgia,2526
2022-04-21,13,Georgia,0
2022-04-22,13,Georgia,0
2022-04-23,13,Georgia,0
2022-04-24,13,Georgia,0
2022-04-25,13,Georgia,0
2022-04-26,13,Georgia,0
2022-04-27,13,Georgia,5979
2022-04-28,13,Georgia,0
2022-04-29,13,Georgia,0
2022-04-30,13,Georgia,0
2022-05-01,13,Georgia,0
2022-05-02,13,Georgia,0
2022-05-03,13,Georgia,0
2022-05-04,13,Georgia,6525
2022-05-05,13,Georgia,0
2022-05-06,13,Georgia,0
2022-05-07,13,Georgia,0
2022-05-08,13,Georgia,0
2022-05-09,13,Georgia,0
2022-05-10,13,Georgia,0
2022-05-11,13,Georgia,9254
2022-05-12,13,Georgia,0
2022-05-13,13,Georgia,0
2022-05-14,13,Georgia,0
2022-05-15,13,Georgia,0
2022-05-16,13,Georgia,0
2022-05-17,13,Georgia,0
2022-05-18,13,Georgia,10955
2022-05-19,13,Georgia,-160
2022-05-20,13,Georgia,0
2022-05-21,13,Georgia,0
2022-05-22,13,Georgia,0
2022-05-23,13,Georgia,0
2022-05-24,13,Georgia,0
2022-05-25,13,Georgia,14331
2022-05-26,13,Georgia,0
2022-05-27,13,Georgia,0
2022-05-28,13,Georgia,0
2022-05-29,13,Georgia,0
2022-05-30,13,Georgia,0
2022-05-31,13,Georgia,0
2022-06-01,13,Georgia,15060
2022-06-02,13,Georgia,0
2022-06-03,13,Georgia,0
2022-06-04,13,Georgia,0
2022-06-05,13,Georgia,0
2022-06-06,13,Georgia,0
2022-06-07,13,Georgia,0
2022-06-08,13,Georgia,17701
2022-06-09,13,Georgia,52
2022-06-10,13,Georgia,0
2022-06-11,13,Georgia,0
2022-06-12,13,Georgia,0
2022-06-13,13,Georgia,0
2022-06-14,13,Georgia,0
2022-06-15,13,Georgia,19315
2022-06-16,13,Georgia,0
2022-06-17,13,Georgia,0
2022-06-18,13,Georgia,0
2022-06-19,13,Georgia,0
2022-06-20,13,Georgia,0
2022-06-21,13,Georgia,0
2022-06-22,13,Georgia,18425
2022-06-23,13,Georgia,0
2022-06-24,13,Georgia,0
2022-06-25,13,Georgia,0
2022-06-26,13,Georgia,0
2022-06-27,13,Georgia,0
2022-06-28,13,Georgia,0
2022-06-29,13,Georgia,20971
2022-06-30,13,Georgia,0
2022-07-01,13,Georgia,0
2022-07-02,13,Georgia,0
2022-07-03,13,Georgia,0
2022-07-04,13,Georgia,0
2022-07-05,13,Georgia,0
2022-07-06,13,Georgia,19989
2022-07-07,13,Georgia,0
2022-07-08,13,Georgia,0
2022-07-09,13,Georgia,0
2022-07-10,13,Georgia,0
2022-07-11,13,Georgia,0
2022-07-12,13,Georgia,0
2022-07-13,13,Georgia,26603
2022-07-14,13,Georgia,0
2022-07-15,13,Georgia,0
2022-07-16,13,Georgia,0
2022-07-17,13,Georgia,0
2022-07-18,13,Georgia,0
2022-07-19,13,Georgia,0
2022-07-20,13,Georgia,27231
2022-07-21,13,Georgia,0
2022-07-22,13,Georgia,0
2022-07-23,13,Georgia,0
2022-07-24,13,Georgia,0
2022-07-25,13,Georgia,0
2022-07-26,13,Georgia,0
2022-07-27,13,Georgia,29524
2022-07-28,13,Georgia,0
2022-07-29,13,Georgia,0
2022-07-30,13,Georgia,0
2022-07-31,13,Georgia,0
2022-08-01,13,Georgia,0
2022-08-02,13,Georgia,0
2022-08-03,13,Georgia,27665
2022-08-04,13,Georgia,0
2022-08-05,13,Georgia,0
2022-08-06,13,Georgia,0
2022-08-07,13,Georgia,0
2022-08-08,13,Georgia,0
2022-08-09,13,Georgia,0
2022-08-10,13,Georgia,24937
2022-08-11,13,Georgia,0
2022-08-12,13,Georgia,0
2022-08-13,13,Georgia,0
2022-08-14,13,Georgia,0
2022-08-15,13,Georgia,0
2022-08-16,13,Georgia,0
2022-08-17,13,Georgia,25766
2022-08-18,13,Georgia,0
2022-08-19,13,Georgia,0
2022-08-20,13,Georgia,0
2022-08-21,13,Georgia,0
2022-08-22,13,Georgia,0
2022-08-23,13,Georgia,0
2022-08-24,13,Georgia,23423
2022-08-25,13,Georgia,0
2022-08-26,13,Georgia,0
2022-08-27,13,Georgia,0
2022-08-28,13,Georgia,0
2022-08-29,13,Georgia,0
2022-08-30,13,Georgia,0
2022-08-31,13,Georgia,17923
2022-09-01,13,Georgia,0
2022-09-02,13,Georgia,0
2022-09-03,13,Georgia,0
2022-09-04,13,Georgia,0
2022-09-05,13,Georgia,0
2022-09-06,13,Georgia,0
2022-09-07,13,Georgia,12689
2022-09-08,13,Georgia,0
2022-09-09,13,Georgia,0
2022-09-10,13,Georgia,0
2022-09-11,13,Georgia,0
2022-09-12,13,Georgia,0
2022-09-13,13,Georgia,0
2022-09-14,13,Georgia,9683
2022-09-15,13,Georgia,0
2022-09-16,13,Georgia,0
2022-09-17,13,Georgia,0
2022-09-18,13,Georgia,0
2022-09-19,13,Georgia,0
2022-09-20,13,Georgia,0
2022-09-21,13,Georgia,7353
2022-09-22,13,Georgia,0
2022-09-23,13,Georgia,0
2022-09-24,13,Georgia,0
2022-09-25,13,Georgia,0
2022-09-26,13,Georgia,0
2022-09-27,13,Georgia,0
2022-09-28,13,Georgia,5046
2022-09-29,13,Georgia,0
2022-09-30,13,Georgia,0
2022-10-01,13,Georgia,0
2022-10-02,13,Georgia,0
2022-10-03,13,Georgia,0
